,Al-Shayeb B,Barendregt A,Batey RT,Bhuiya A,Cate JH,Cofsky JC,Coyle SM,Doherty EA,Doudna JA,East-Seletsky A,Ehrenberg AJ,Escajeda AM,Fletcher DA,Floor SN,Fraser CS,Giannikopoulos P,Gildea HK,Harrington LB,Harris AR,Haurwitz RE,Hershey JW,Hirsh A,Hsu PD,Ke A,Khalid MM,Kidwell MA,Kornfeld JE,Kranzusch PJ,Kumar GR,Lareau LF,Lew RJ,Lobba MJ,MacRae IJ,Moehle EA,Mok A,Mortimer SA,Noland CL,Nuñez JK,Oakes BL,Pestal K,Staahl BT,Stahl EC,Sternberg SH,Switz NA,Szostak JW,Taha TY,Tan MX,Urnov FD,Watters KE,Wiedenheft B,Wright AV
Kidwell MA,0.3626632761567896,0.3843958768331966,0.5749509275521508,0.2480541215880307,0.4492199686083749,0.48545574508946504,0.44860504820699715,0.6010366428816943,0.7280706347332421,0.6714849786211365,0.325090757760508,0.32549429541885533,0.43598197916411774,0.46965276200529443,0.46693251516274603,0.47189427618711527,0.2551588616436316,0.3682451806841919,0.2734720080970642,0.4188468109687859,0.4860861797080966,0.26401275737586616,0.37557379318722445,0.47420575296226575,0.21892715426221662,1.0,0.46045744372695535,0.49466760148562106,0.3033737975915422,0.3115383750533256,0.41574410470005296,0.3532339742381972,0.554759137765844,0.3338139515940051,0.4713825143907303,0.5107513350583605,0.9014615583339218,0.3928854128676514,0.41701837093635635,0.2769487979837754,0.4337128523819124,0.2896376047113105,0.5112484997994566,0.3731551542722671,0.49335826334526445,0.12927363142847587,0.3621028213736479,0.3771965276520386,0.5134872280682342,0.4742587658866446,0.41610444627995286
Kornfeld JE,0.36404004246068083,0.6387807538338396,0.4323614406546039,0.21100759181387296,0.3309242507400267,0.3359847974237721,0.4228692398813335,0.4540915040239633,0.6209774796211468,0.49294422072358957,0.26612796221754775,0.33874342636469745,0.4256380629105861,0.41373303218604096,0.42807051670240076,0.4106468607308024,0.389290365707729,0.37580738257618385,0.27434116687635457,0.4565659567907817,0.44268629116945474,0.19095905587301182,0.30178697278164,0.4458326877600798,0.12266360454331869,0.46045744372695535,0.9999999999999997,0.3837638925712675,0.19820310998331342,0.33159873863677986,0.37883372085827866,0.36293641230053736,0.5026559408707693,0.2653876146873099,0.25108045894297487,0.48567971231563006,0.5051837485910089,0.41456118477338316,0.414511376916777,0.28917591521416436,0.624688059148652,0.22945466929566982,0.5811441397078749,0.2969829118981118,0.48003017762522004,0.16569254184166957,0.32158324270881,0.3232569549455434,0.4347253514639327,0.5049412511842273,0.3575320670918661
Kranzusch PJ,0.46558285143911526,0.25602459738715366,0.4362843460648174,0.27586862941856505,0.4558070839352835,0.7006944760546331,0.3683350381462046,0.45233071450487533,0.549278812535582,0.5517875795757798,0.26938542888245753,0.30476485534334524,0.38072953677754606,0.3506140599876501,0.4423109136590091,0.3737006644138201,0.23355509414302622,0.7012721852395967,0.22974711987421084,0.4373496480968733,0.44569661988018844,0.22727948341013854,0.2481443412855698,0.4154069203123762,0.10281953840112362,0.49466760148562106,0.3837638925712675,0.9999999999999997,0.21069891478314007,0.248224797919489,0.4102725723937277,0.3699226876438227,0.48014140219733187,0.2604993743979234,0.42731184127723615,0.44143639372769533,0.48861376290662767,0.8547939651400996,0.3898376022070914,0.14359350050501443,0.423050375740804,0.1786446286518416,0.5575981355515512,0.296233942098729,0.4363737193104029,0.0921226415958353,0.29683102812554724,0.270405086426069,0.46558423229133417,0.5133586287574083,0.6025122768075908
Kumar GR,0.2072847544466815,0.33506299213810126,0.32144898192207766,0.5594023338363316,0.15080511351859271,0.2868121125526578,0.2040951914045311,0.29310296069749886,0.30326745832810365,0.3008430157731703,0.3847812754037667,0.4400873548126194,0.5266461755957735,0.4062724293162478,0.3515373503566908,0.28753578728330476,0.28646462789545585,0.21868691426317433,0.6123630086053172,0.16647455234092648,0.24103147664996277,0.38545291659077197,0.32837336013226776,0.31548442639811036,0.6006580427719147,0.3033737975915422,0.19820310998331342,0.21069891478314007,0.9999999999999999,0.35347057192465314,0.31236219314642244,0.3186861707779264,0.3764248903045786,0.316560802336922,0.6013489098790614,0.19218542003401373,0.32805359008303125,0.24839674525656744,0.21336438852578288,0.3927893970953775,0.18067952943822102,0.3350031110101712,0.1610919668756532,0.7673307157925922,0.3581292950047898,0.4851522322642394,0.3931280531257585,0.3409923022570018,0.20256576029432105,0.17046926454392256,0.2333960787991962
Lareau LF,0.3820469226771481,0.24766488553634453,0.3210817179633414,0.4114280357787468,0.28127922373797737,0.11207226617786595,0.24500830350434766,0.3578627840913107,0.3393887560525381,0.21350328141691374,0.3057459203788157,0.31507403832459463,0.7044046290659532,0.22447301273825607,0.3538452168724449,0.2778601976115693,0.6198989545768452,0.310549113590199,0.36983473077647794,0.22035568930767305,0.3503113675384752,0.31369224432684234,0.7092535978960903,0.2655800125022835,0.34819789305120796,0.3115383750533256,0.33159873863677986,0.248224797919489,0.35347057192465314,1.0,0.3815092422051646,0.45997453594237064,0.3500972523458934,0.3522690689123411,0.43234695506663307,0.3568499537683997,0.31968189970066496,0.3018310708439188,0.3818157930324075,0.7020770944105827,0.3468583881961803,0.4287715386879756,0.30048780679218234,0.5620711478498872,0.23043347359391336,0.3358778636395604,0.7224493006209305,0.32423664407666036,0.5685349566311468,0.16945167330096983,0.23037216524372955
Lew RJ,0.6289106664456757,0.2517051677756109,0.39868451794173654,0.4519605724867528,0.34114857922612757,0.4020090439766922,0.3220812172375526,0.40217812601461234,0.49352296199229084,0.5163247259393017,0.326593407827517,0.4379285130114268,0.3700279339231039,0.4048408079645472,0.37434409591096474,0.3133090780903153,0.3788546144509825,0.5276587051401285,0.4545073381017778,0.3319523608399688,0.36369341645537845,0.3589543920541208,0.4478078384557132,0.3621912030386325,0.2957635888200038,0.41574410470005296,0.37883372085827866,0.4102725723937277,0.31236219314642244,0.3815092422051646,1.0000000000000004,0.6229719420204907,0.4107918252015664,0.34366527562535876,0.5207308980429771,0.33599194796069776,0.4458005697306025,0.5050392570186726,0.5401143099393363,0.381767768997503,0.5863718470998064,0.4825996306817422,0.4168284806166789,0.4383681560686824,0.3728644880093233,0.27879284108709845,0.2667993397680316,0.26162571353410535,0.6249296098578884,0.27324705059334137,0.3307040181587227
Lobba MJ,0.5290535467044897,0.292950101970197,0.3763414980634647,0.4588825015934905,0.27544601680033404,0.31765987065961176,0.4047813127061876,0.37451571029339353,0.4232687128213335,0.3715739653086914,0.3020127620935275,0.4127075088647737,0.4011494086956891,0.31560487839276063,0.34571029537854064,0.2933967225172521,0.36250748491952467,0.41292534862859376,0.47145250520505655,0.44125601694989103,0.3663805716316933,0.35028531881573116,0.35702942105042385,0.32717328902875953,0.2282158370816775,0.3532339742381972,0.36293641230053736,0.3699226876438227,0.3186861707779264,0.45997453594237064,0.6229719420204907,0.9999999999999999,0.4113313639909336,0.29154898911162375,0.4566304414970668,0.32355682726991036,0.37004681548516893,0.4114847514520832,0.5603029835782616,0.3801339863560344,0.5013716564012377,0.4205212712604304,0.38810795888870303,0.3854874533040029,0.3609999411554635,0.1924432509988814,0.3143558145745061,0.2488788847987473,0.5533629520927922,0.34200562763532794,0.3414223583292749
MacRae IJ,0.409007379899719,0.33021420690962194,0.49699543692275233,0.2704866723131421,0.4507915972554224,0.44967879600840205,0.4209308556272585,0.5306309643920609,0.6441643147593271,0.46262114828437906,0.3306657465885942,0.3537922432559377,0.4058258491908215,0.4116131977138088,0.47816445327506535,0.4044926503022824,0.29628120057368,0.5333018348379159,0.27987641528668267,0.42254587203804317,0.480028591193388,0.28404414604103373,0.3103264217026001,0.5555335915668319,0.26521322646070605,0.554759137765844,0.5026559408707693,0.48014140219733187,0.3764248903045786,0.3500972523458934,0.4107918252015664,0.4113313639909336,0.9999999999999999,0.3518912135031833,0.49305511165022814,0.48937614173073896,0.6224449236152271,0.5198641346542533,0.5377307824617632,0.29159165537228665,0.4981362356865386,0.20171208071064817,0.49197450312581403,0.37456620124382006,0.46322452731008223,0.1500745344776472,0.2568243191321087,0.4004131745913091,0.4708705469641046,0.4291860180105951,0.3963805211598482
Moehle EA,0.382966124599627,0.18011585071607933,0.32936293124643845,0.2507819911497216,0.26172216669092246,0.2779328960456684,0.32278057070367755,0.2992891537620719,0.3458650094101747,0.2566384470792369,0.7807977978928569,0.3576171682475638,0.3019412683847721,0.3379154852022969,0.3047652384324876,0.7308226839409581,0.5806866635901018,0.26239915916996537,0.3634799933510076,0.24572325239233234,0.2748071519750118,0.6033570812566781,0.3216564973607407,0.2855828391333649,0.379858162636147,0.3338139515940051,0.2653876146873099,0.2604993743979234,0.316560802336922,0.3522690689123411,0.34366527562535876,0.29154898911162375,0.3518912135031833,1.0000000000000002,0.33787256332790344,0.3053488110912234,0.3119951241237745,0.29358885876950563,0.32318415907220044,0.57922497844821,0.29330726674714974,0.45239286870372286,0.28858367565387133,0.26998141542647003,0.28356746858056386,0.4255655606521082,0.37307402048921134,0.6350013910741893,0.4013492133003595,0.2543203686231799,0.2742631774439267
Mok A,0.47628416775575677,0.3376718291298948,0.4067329246580128,0.5397076662028878,0.3964915974737482,0.44510659623790716,0.3078046806141285,0.41229295482585065,0.415662061099354,0.5632545680630613,0.31407003661271016,0.6316535548425503,0.48395768808970635,0.33675355533676027,0.48168834244359243,0.2932169115150246,0.32335208645544034,0.4925092613794447,0.4836101028833327,0.2903562112742733,0.4083319221502589,0.32553328857193753,0.4053118959073533,0.33235282613010386,0.3426072233883297,0.4713825143907303,0.25108045894297487,0.42731184127723615,0.6013489098790614,0.43234695506663307,0.5207308980429771,0.4566304414970668,0.49305511165022814,0.33787256332790344,1.0000000000000004,0.323063602772643,0.47654755392250997,0.4855842295133312,0.39833212580087646,0.3934797378355621,0.3580573318880627,0.31938158569700326,0.33634596467174155,0.6668578604328164,0.40462764554148983,0.2333673274638805,0.3464370554878879,0.3396926506800555,0.523431091295138,0.31185587429103784,0.34602016251903517
Mortimer SA,0.3062851750277027,0.3822724250531467,0.5264724750555766,0.20585491732885544,0.4366680406555016,0.3226668261927699,0.44700820300254523,0.5528936392929024,0.6888318270900666,0.3999033663836656,0.31269345097074636,0.33481807511993045,0.3824594363685264,0.3970247270916598,0.5574598904218926,0.4448632790429786,0.1732565404078263,0.3408622668870304,0.2571863470950835,0.35386690596160586,0.5613126826406446,0.2045321002125049,0.2990942152089143,0.47074787112456556,0.1799209799682345,0.5107513350583605,0.48567971231563006,0.44143639372769533,0.19218542003401373,0.3568499537683997,0.33599194796069776,0.32355682726991036,0.48937614173073896,0.3053488110912234,0.323063602772643,1.0,0.5776978820786219,0.39152606337291657,0.3177130119029868,0.20107083037691753,0.3993689643912737,0.13185227261142102,0.4099118157226582,0.25479438008088695,0.5036880213580941,0.19958110658847517,0.33850987623436696,0.3937426840551067,0.4972313569843722,0.3484209821703669,0.37897325158800027
Noland CL,0.377943522598294,0.4174438722744218,0.5782557625477273,0.27406117773252986,0.4765479917063064,0.45884259392331006,0.506484023944381,0.6180884715203712,0.800418483219304,0.6264514168365651,0.30301990950171515,0.3631779158589984,0.5029670515255049,0.46217897990403545,0.51126258831854,0.4839930231364271,0.2409201484673807,0.3791601782243412,0.28790615349581633,0.42124732560673384,0.533547905597971,0.25204768216473883,0.38989727319865475,0.5456296246268358,0.2339111148712487,0.9014615583339218,0.5051837485910089,0.48861376290662767,0.32805359008303125,0.31968189970066496,0.4458005697306025,0.37004681548516893,0.6224449236152271,0.3119951241237745,0.47654755392250997,0.5776978820786219,1.0000000000000002,0.4060348292738472,0.41117452523655373,0.24875399739798057,0.4508940092485754,0.24734651545064518,0.5194655178161794,0.39337105880192186,0.5487829073986623,0.13964573664213575,0.38893761395893184,0.3355483075604205,0.5319145756821594,0.49607862336651765,0.42071699649156963
Nuñez JK,0.6082681983428394,0.3253829574758474,0.39966214258431065,0.33143280810341985,0.4404532460899226,0.6425778206190225,0.332736591214346,0.41887629335885385,0.46771178517256573,0.5602169289898481,0.31428564846760126,0.37002154224018,0.3752626747339009,0.2979599311656861,0.35928368411046485,0.3081674975470952,0.35031462249669415,0.8932122013742184,0.2928268107845672,0.5283389531326578,0.36072381331618886,0.2712724922270451,0.2957791953507128,0.3178880713866567,0.21364219711317317,0.3928854128676514,0.41456118477338316,0.8547939651400996,0.24839674525656744,0.3018310708439188,0.5050392570186726,0.4114847514520832,0.5198641346542533,0.29358885876950563,0.4855842295133312,0.39152606337291657,0.4060348292738472,1.0,0.5131752808694936,0.2749481277864393,0.48628824667981185,0.25434417977181084,0.6524501274115565,0.37217980194250866,0.37830233432049587,0.1849861447818231,0.3046703820360104,0.29869642892875903,0.5190729871194621,0.5089087327954372,0.6195240451054377
Oakes BL,0.4791813802915785,0.3147725837102059,0.3561731970790075,0.3484599824478668,0.36519196961601963,0.5149155693293559,0.4259347946070365,0.36433860706153476,0.4645936090893093,0.6036855702392084,0.26192852166589053,0.43032974454154405,0.35808641606245484,0.3261351399338904,0.32450927156025505,0.31165971568932105,0.3842992332751543,0.5554002291936293,0.3855399269892915,0.5993870530679041,0.33789581670803176,0.23543834247583492,0.37329044310094067,0.343580900888009,0.2550350755744045,0.41701837093635635,0.414511376916777,0.3898376022070914,0.21336438852578288,0.3818157930324075,0.5401143099393363,0.5603029835782616,0.5377307824617632,0.32318415907220044,0.39833212580087646,0.3177130119029868,0.41117452523655373,0.5131752808694936,0.9999999999999998,0.3766344881078016,0.5403102396062947,0.38556457677191686,0.7147507344695463,0.3237140068644613,0.38011793166778557,0.24650867282520195,0.23346249435184707,0.3051978202875599,0.5521724283471607,0.45917208091811873,0.5451405126962687
Pestal K,0.49030676528168715,0.21572966610122843,0.23003023950608348,0.42497026856699804,0.1944595310386016,0.20425015190696436,0.25510723976972144,0.27254119381762554,0.21262567430647347,0.22367013998535765,0.5515482627887062,0.3883557233395281,0.5140896245631155,0.19467040375210592,0.2786516450407519,0.3809420311873248,0.858614762082081,0.30871939982665475,0.42835185666349085,0.22517445286018573,0.22891466889985151,0.6167073649956315,0.5399121780836483,0.2370649881785115,0.5022442822273431,0.2769487979837754,0.28917591521416436,0.14359350050501443,0.3927893970953775,0.7020770944105827,0.381767768997503,0.3801339863560344,0.29159165537228665,0.57922497844821,0.3934797378355621,0.20107083037691753,0.24875399739798057,0.2749481277864393,0.3766344881078016,1.0,0.29867458858687423,0.6014851944701617,0.2617434960202925,0.48974123445910794,0.1701408556458742,0.4945430272064537,0.5306706938213775,0.46708387101400595,0.5379222745073021,0.14248283324555858,0.2290201757739443
Staahl BT,0.49305218677885887,0.3973843086528424,0.4213329192717516,0.27047575727340545,0.39277207562387884,0.4957539929124185,0.34665315967551863,0.46261233203520014,0.514691919988777,0.4202012325682549,0.2920046690755997,0.3604136829297418,0.33046684462490034,0.4383839425259125,0.36257731906324825,0.3395469943720776,0.34711864064879827,0.4980297312710919,0.3603940636508909,0.3742882982252396,0.38446800924810826,0.30818597862824454,0.33439288137363915,0.3571908061998319,0.20409073297501998,0.4337128523819124,0.624688059148652,0.423050375740804,0.18067952943822102,0.3468583881961803,0.5863718470998064,0.5013716564012377,0.4981362356865386,0.29330726674714974,0.3580573318880627,0.3993689643912737,0.4508940092485754,0.48628824667981185,0.5403102396062947,0.29867458858687423,0.9999999999999997,0.3161907050528377,0.5161719619838105,0.2721295592549552,0.43242255614960873,0.263468452688897,0.3159104418915465,0.25980350338444,0.5542766447743507,0.3937617755586193,0.44814751020109955
Stahl EC,0.5623145090744638,0.2305649538180901,0.2815523620505257,0.39231450939091556,0.30288727668919363,0.2820964845952411,0.20542302509571478,0.292573066802325,0.24336473829672953,0.2971427788242044,0.35422569231714246,0.23437569421254828,0.32976226211385534,0.24527631121267476,0.19312290714146133,0.31698213146051346,0.6375412843804347,0.29770218532165393,0.3874708023057768,0.20343578614469857,0.18726939294373787,0.45860634812438633,0.36558217912777596,0.21100824535535131,0.42215358245171763,0.2896376047113105,0.22945466929566982,0.1786446286518416,0.3350031110101712,0.4287715386879756,0.4825996306817422,0.4205212712604304,0.20171208071064817,0.45239286870372286,0.31938158569700326,0.13185227261142102,0.24734651545064518,0.25434417977181084,0.38556457677191686,0.6014851944701617,0.3161907050528377,1.0,0.27510615308433073,0.38942125182342896,0.26207049551381506,0.42945176959359715,0.34117695144447885,0.31329204806752664,0.4108505611513512,0.2005571650092311,0.2676981949156554
Sternberg SH,0.42462991331668215,0.4367289276392924,0.4464501559390179,0.29557748853536636,0.38257441514983936,0.5811963396308512,0.4218679856716551,0.47007127839178625,0.5830787580787531,0.7479435715809815,0.18754380378173277,0.39082662942271185,0.4123761164480517,0.3818857208828109,0.3808713176207331,0.35270653113049216,0.3520716530318148,0.6570340553056141,0.2483187765860478,0.8056783298086526,0.4106663902677043,0.07870841651893709,0.3542076249434898,0.38367114906180416,0.20317288553497895,0.5112484997994566,0.5811441397078749,0.5575981355515512,0.1610919668756532,0.30048780679218234,0.4168284806166789,0.38810795888870303,0.49197450312581403,0.28858367565387133,0.33634596467174155,0.4099118157226582,0.5194655178161794,0.6524501274115565,0.7147507344695463,0.2617434960202925,0.5161719619838105,0.27510615308433073,1.0,0.30221961114757134,0.4189392925712396,0.2125725674866108,0.26000115649643324,0.2885628852468488,0.48600619162997744,0.7141907705388346,0.7552646177464741
Switz NA,0.2590469394303266,0.3226561470939596,0.33896591309301477,0.7258355898831679,0.23440686190256288,0.3109102538491287,0.2606154204294202,0.36096467349142175,0.34748477004752254,0.420354057558264,0.3191383276949836,0.5552392594068196,0.7562279053021379,0.344340813994976,0.3357034245342163,0.22121414764004155,0.3991034590422164,0.37320290961371394,0.7015481820867943,0.24594671127139958,0.2828888598916522,0.3208444871387742,0.44722105191741673,0.3256149710238311,0.5156580729229927,0.3731551542722671,0.2969829118981118,0.296233942098729,0.7673307157925922,0.5620711478498872,0.4383681560686824,0.3854874533040029,0.37456620124382006,0.26998141542647003,0.6668578604328164,0.25479438008088695,0.39337105880192186,0.37217980194250866,0.3237140068644613,0.48974123445910794,0.2721295592549552,0.38942125182342896,0.30221961114757134,1.0,0.4589184567866725,0.46166689177445114,0.5919838251276272,0.268179406059756,0.3754442183556647,0.22037353353757494,0.2618208226980401
Szostak JW,0.27634936173367314,0.40624590794787624,0.5255145238153026,0.5463497267952823,0.4333855985432104,0.4050640232067135,0.44996325631988543,0.5517512728283767,0.6314153773316946,0.4730660813993454,0.32168724594688897,0.4383680557823584,0.4568071701334391,0.4428595652981522,0.4854725960707327,0.4129523357631281,0.17965039752728826,0.2771429798066509,0.6066320589923064,0.34779070172114346,0.4659306835039719,0.2793714490670303,0.2927078172088655,0.5302865557184792,0.2831814645286958,0.49335826334526445,0.48003017762522004,0.4363737193104029,0.3581292950047898,0.23043347359391336,0.3728644880093233,0.3609999411554635,0.46322452731008223,0.28356746858056386,0.40462764554148983,0.5036880213580941,0.5487829073986623,0.37830233432049587,0.38011793166778557,0.1701408556458742,0.43242255614960873,0.26207049551381506,0.4189392925712396,0.4589184567866725,1.0000000000000004,0.21055022412149113,0.30553629789707326,0.35025339201280714,0.4180669665873424,0.3938655225022698,0.362722455659412
Taha TY,0.242555499142729,0.2845112128565427,0.18990822559316278,0.431053354271463,0.1531835681442644,0.16498575016528258,0.15157418114177934,0.1938443085852061,0.16301936789141325,0.1760336872019689,0.5321836867172295,0.2990057633705967,0.3676184535433775,0.3045664868337716,0.07704479623352577,0.31020413813467246,0.40562676698804623,0.17546194764286102,0.5213942804524866,0.20718281982664416,0.0812168629191779,0.565596451667735,0.22820600055325638,0.21957727891195689,0.7859887272248082,0.12927363142847587,0.16569254184166957,0.0921226415958353,0.4851522322642394,0.3358778636395604,0.27879284108709845,0.1924432509988814,0.1500745344776472,0.4255655606521082,0.2333673274638805,0.19958110658847517,0.13964573664213575,0.1849861447818231,0.24650867282520195,0.4945430272064537,0.263468452688897,0.42945176959359715,0.2125725674866108,0.46166689177445114,0.21055022412149113,1.0000000000000004,0.42561972967267336,0.37727484648325127,0.18199178276803465,0.207764413902592,0.23772379943247168
Tan MX,0.25071373214884163,0.2327551198171256,0.33435106038654056,0.4121603535685752,0.29142394951598133,0.17570560278370942,0.24667327653196708,0.3496953929646127,0.3556516217745953,0.21313491724502256,0.3657540361439726,0.31666976367027105,0.7496619127581922,0.26272289088672934,0.17428282625749425,0.2947081676586782,0.46813355478093316,0.2664139953577128,0.4044134269363342,0.2488866237795704,0.22734283966886057,0.30600414898079353,0.5764826412778814,0.18514613952237838,0.40267893965754226,0.3621028213736479,0.32158324270881,0.29683102812554724,0.3931280531257585,0.7224493006209305,0.2667993397680316,0.3143558145745061,0.2568243191321087,0.37307402048921134,0.3464370554878879,0.33850987623436696,0.38893761395893184,0.3046703820360104,0.23346249435184707,0.5306706938213775,0.3159104418915465,0.34117695144447885,0.26000115649643324,0.5919838251276272,0.30553629789707326,0.42561972967267336,1.0,0.35206425775842043,0.39486450605753826,0.21653890633895023,0.17749511557974645
Urnov FD,0.3523727719542785,0.32210339969731694,0.3793374909973015,0.30138576546517015,0.3896948809814999,0.2515233510013044,0.29827603218585264,0.34770193384960957,0.3998433328863564,0.30073769417612684,0.7485271103737138,0.3668185061711495,0.33071032103706716,0.31361640431777904,0.33140564192183825,0.7266062128595125,0.42282287244860023,0.2614784549477469,0.3410232397975472,0.278577267319425,0.3274066724371797,0.5740569529535223,0.3170133688460635,0.27567576728082704,0.37636178931549424,0.3771965276520386,0.3232569549455434,0.270405086426069,0.3409923022570018,0.32423664407666036,0.26162571353410535,0.2488788847987473,0.4004131745913091,0.6350013910741893,0.3396926506800555,0.3937426840551067,0.3355483075604205,0.29869642892875903,0.3051978202875599,0.46708387101400595,0.25980350338444,0.31329204806752664,0.2885628852468488,0.268179406059756,0.35025339201280714,0.37727484648325127,0.35206425775842043,1.0,0.34271385779443503,0.2901655226541443,0.2474131056366721
Watters KE,0.6739056641484016,0.3173961834006373,0.5071456644440977,0.3475041638371412,0.4900921597212849,0.4507112328394981,0.41217556171103154,0.5360980514033984,0.6357516535046905,0.4820670511597646,0.3362821835977584,0.582858631735846,0.4797553347800601,0.39069929327988023,0.5280282720354228,0.3854608020782623,0.4680527858149202,0.5184018386023231,0.287023602661869,0.40824172455516383,0.46451889728124557,0.36327133389654254,0.42878262807386996,0.443129034751922,0.1824378612378577,0.5134872280682342,0.4347253514639327,0.46558423229133417,0.20256576029432105,0.5685349566311468,0.6249296098578884,0.5533629520927922,0.4708705469641046,0.4013492133003595,0.523431091295138,0.4972313569843722,0.5319145756821594,0.5190729871194621,0.5521724283471607,0.5379222745073021,0.5542766447743507,0.4108505611513512,0.48600619162997744,0.3754442183556647,0.4180669665873424,0.18199178276803465,0.39486450605753826,0.34271385779443503,0.9999999999999998,0.36308520851619847,0.43105749473745136
Wiedenheft B,0.3065661457516264,0.5826361882579892,0.45484090635786584,0.22264829204364,0.41130941454660686,0.46082713065521247,0.48972291989327865,0.45237051546657403,0.5383007711888032,0.5358187225077918,0.21224886549923813,0.27785499918172024,0.30072418173158605,0.3824430073972055,0.33537454943700945,0.34508349624738505,0.21006617171149883,0.4253157020420718,0.21583815543903165,0.6646556717510699,0.39372296703094284,0.2181896485255678,0.25313925596122405,0.37448791604015813,0.19060818181454922,0.4742587658866446,0.5049412511842273,0.5133586287574083,0.17046926454392256,0.16945167330096983,0.27324705059334137,0.34200562763532794,0.4291860180105951,0.2543203686231799,0.31185587429103784,0.3484209821703669,0.49607862336651765,0.5089087327954372,0.45917208091811873,0.14248283324555858,0.3937617755586193,0.2005571650092311,0.7141907705388346,0.22037353353757494,0.3938655225022698,0.207764413902592,0.21653890633895023,0.2901655226541443,0.36308520851619847,1.0,0.5345799435327837
Wright AV,0.42292417311187597,0.3321897805945858,0.3826107656691582,0.3427143516277079,0.47175415188897496,0.7234700739887676,0.36368267832174495,0.4324152866890987,0.49956001784118265,0.5994942773325465,0.2359859165662449,0.34229715104026637,0.3568461545290448,0.29266410803647935,0.4256941861335228,0.337916081944485,0.2968621835628961,0.5404815226997012,0.2758375058020023,0.6278774699331523,0.3494104440234036,0.20370184172924075,0.28279728792659686,0.3755397996761728,0.15780692189329398,0.41610444627995286,0.3575320670918661,0.6025122768075908,0.2333960787991962,0.23037216524372955,0.3307040181587227,0.3414223583292749,0.3963805211598482,0.2742631774439267,0.34602016251903517,0.37897325158800027,0.42071699649156963,0.6195240451054377,0.5451405126962687,0.2290201757739443,0.44814751020109955,0.2676981949156554,0.7552646177464741,0.2618208226980401,0.362722455659412,0.23772379943247168,0.17749511557974645,0.2474131056366721,0.43105749473745136,0.5345799435327837,1.0000000000000004
